,Country,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths,Population,Yearly_Change,Net_Change,Density,Land_Area,Migrants,Fert._Rate,Med._Age,Urban_Pop_%,World_Share,Time,Time_Code,Country_code,Adolescent_fertility_rate,Agriculture_forestry_and_fishing_value_added,Annual_freshwater_withdrawals_total,Births_attended_by_skilled_health_staff,CO2_emissions,Contraceptive_prevalence_any_methods,Domestic_credit_provided_by_financial_sector,Electric_power_consumption,Energy_use,Exports_of_goods_and_services,External_debt_stocks_total,Fertility_rate_total,Foreign_direct_investment_net_inflows,Forest_area,GDP,GDP_growth,GNI_per_capita_Atlas_method,GNI_per_capita_PPP,GNI_Atlas_method,GNI_PPP,Gross_capital_formation,High-technology_exports,Immunization_measles,Imports_of_goods_and_services,Income_share_held_by_lowest_20%,Industry,Inflation_GDP_deflator,Life_expectancy_at_birth_total,Merchandise_trade,Military_expenditure,Mobile_cellular_subscriptions,Mortality_rate_under-5,Net_barter_terms_of_trade_index,Net_migration,Net_official_development_assistance_and_official_aid_received,Personal_remittances_received,Population_density,Population_growth,Population_total,Poverty_headcount_ratio_at_$1.90_a_day,Poverty_headcount_ratio_at_national_poverty_lines,Prevalence_of_HIV_total,Prevalence_of_underweight_weight_for_age,Primary_completion_rate_total,Revenue_excluding_grants,School_enrollment_primary,School_enrollment_primary_and_secondary,School_enrollment_secondary,Statistical_Capacity_score,Surface_area,Tax_revenue,Terrestrial_and_marine_protected_areas,Time_required_to_start_a_business,Total_debt_service,Urban_population_growth,Access_to_electricity,Adjusted_net_national_income,Cause_of_death_by_communicable_diseases_and_maternal_prenatal_and_nutrition_conditions,Cause_of_death_by_injury,Cause_of_death_by_non-communicable_diseases,Central_government_debt_total,Cereal_yield,Child_employment_in_agriculture,Children_out_of_school_primary,Children_out_of_school_primary_female,Children_out_of_school_primary_male,Children_with_fever_receiving_antimalarial_drugs,Completeness_of_birth_registration,Condom_use_population_ages_15-24_male,Container_port_traffic,Coverage_of_social_insurance_programs,infection_rate,death_rate
153,Sri Lanka,275,11335,0,21,21428970,0.42 %,89516,341,62710,-97986.0,2.2,34,18 %,0.27 %,2015,YR2015,LKA,21.2944,8.18427146086627,..,..,0.959155698617072,..,..,..,..,21.013103191359,43925370905.3,2.213,679655644.244789,20700,80604080688.5775,5.00768330472781,3760,11270,78752855987.8094,236279911702.493,31.1813886951806,0.89174573767175,99,28.5456934017751,..,27.1695261892296,0.649042284642704,76.316,36.5763119536179,2.5530550002598,114.308452,8.7,110.0882088,..,445010009.765625,6999731474.7887,334.396428001914,0.91981102654886,20970000,..,..,0.1,..,99.0514678955078,13.2849138252818,101.661468505859,..,..,73.3333333333333,65610,12.3799519124394,..,10,20.8002164561263,1.12817453869436,94.0753021240234,72927169535.2977,7.6,9.9,82.5,77.6503941209344,3444.2,..,16394,..,..,..,..,..,5185000,..,528.9568280696647,0.9799817723390346
154,Sudan,47,13866,0,837,44019263,2.42 %,1036022,25,1765048,-50000.0,4.4,20,35 %,0.56 %,2015,YR2015,SDN,70.399,27.7215310822935,..,..,..,..,..,..,..,8.18222616311126,21401429540.5,4.594,1728373403.43067,192099.39453125,74294471279.4565,4.90604187922439,1690,4970,65792307444.6413,193305122554.049,16.5600413122035,0.691745291354931,87,10.9185781077332,..,14.1181454027757,17.9037605599749,64.429,17.0645268506079,2.65592181626577,71.81590856,65.9,185.541469,..,969700012.207031,151392010.452944,..,2.40721227692973,38902950,..,..,0.2,..,59.243049621582,9.06093218936238,73.1459732055664,0.934849977493286,45.6237106323242,51.1111,..,7.19860308677421,..,36.5,10.6504926163315,3.01387804734267,49.3679237365723,66121260481.6324,36.6,12.4,51,..,569.9,..,2657780,1246776,1411004,..,..,..,481815,..,314.9984587429372,19.014402853587075
155,Suriname,7,5210,0,111,587541,0.90 %,5260,4,156000,-1000.0,2.4,29,65 %,0.01 %,2015,YR2015,SUR,63.189,9.05422754783885,..,80,3.08237785325042,..,..,..,..,..,..,2.494,183665852.69756,153320,4787367928.11777,-3.41109586355617,8690,16030,4858780394.50176,8961754691.65336,..,11.0947698706917,76,..,..,25.2613559943755,-2.07784550704891,71.249,76.8689613009721,..,134.2157552,20.2,127.3576152,..,15979999.5422363,6705559.50380625,3.58425,1.05537038007489,559143,..,..,1.4,..,89.5655517578125,..,115.80362701416,1.1340399980545,77.467903137207,62.2222666666667,163820,..,..,84,..,1.00544927914746,95.0951919555664,3615946540.81109,13.7,10.9,75.3,..,4529.6,..,6595,2589,4006,..,..,..,106014,..,8867.466270439,188.9229858001399
156,Sweden,0,124355,0,5938,10110233,0.63 %,62886,25,410340,40000.0,1.9,41,88 %,0.13 %,2015,YR2015,SWE,5.2108,1.44955838205644,..,..,3.89632404160917,..,..,..,5102.78557831232,43.7667675162599,..,1.85,10254310463.6027,280730,505103781349.757,4.48928158790491,58250,49370,570789006591.425,483754081559.8,24.4286897924407,18.1265679648347,98,39.957046992468,8.2,22.1580717620356,2.12118024509547,82.2048780487805,55.1215433897551,1.06957913833417,129.4305347,2.9,92.01884707,..,..,3363518892.65442,24.0582995752621,1.05745468551674,9799186,0.4,16.2,..,..,103.771766662598,32.7612915945893,122.937446594238,1.09107995033264,140.436767578125,..,447430,27.1300584207846,..,7,..,1.41161621630385,100,422793019036.041,5.8,5.2,89.1,..,6053.6,..,17,..,..,..,..,..,1453157,..,12299.914354100445,587.3257322556266
157,Switzerland,21842,175570,93,2128,8665615,0.74 %,63257,219,39516,52000.0,1.5,43,74 %,0.11 %,2015,YR2015,CHE,3.059,0.649894449261355,..,..,4.30703579012643,..,..,..,2960.07338939119,62.2161478826626,..,1.54,110012897266.955,12540,679832291693.257,1.33336908175492,85800,65450,710612268574.895,542121799886.034,23.0674306946091,27.3467675508393,94,50.5140471259086,7.8,25.1052147128995,-0.626321502435033,82.8975609756098,79.8354250940598,0.665028169315469,135.5130156,4.3,108.1759047,..,..,2516975788.92797,209.596006562314,1.13833715247736,8282396,0,14.7,0.2,..,95.7734680175781,17.8963912075167,104.184196472168,0.979340016841888,101.473709106445,..,41290.400390625,9.84160359976099,..,10,..,1.16818639104156,100,555627843792.339,4.5,5.9,89.5,20.8877474408094,6432.2,..,794,..,..,..,..,..,102916,..,20260.535461129995,245.56826030235595
158,Tajikistan,0,11054,0,82,9573310,2.32 %,216627,68,139960,-20000.0,3.6,22,27 %,0.12 %,2015,YR2015,TJK,54.4168,21.9328343872073,..,98,0.592079302316008,..,20.7766968423321,..,..,10.4898499649856,5144065918.6,3.623,454012320,4120,7854602391.65355,6.0082878718954,1250,3570,10539008462.6353,30205900190.8183,28.8665054008887,..,97,42.2403410957121,7.4,24.390243902439,1.49111655456757,70.137,55.0887210356816,1.21938117748174,100.4136726,37.7,82.69492158,..,432250000,2258643220.12,60.9123712083003,2.40864788409714,8454028,4.1,31.3,0.2,..,101.074249267578,..,97.6087875366211,..,..,81.1111333333333,141380,..,..,11,12.2498108671576,2.73448521521743,98,8225419558.19261,24,7.8,68.2,..,3261,..,13296,8466,4830,..,..,..,..,..,1154.6685524651348,8.56548048689534
159,Thailand,10,3797,0,59,69830779,0.25 %,174396,137,510890,19444.0,1.5,40,51 %,0.90 %,2015,YR2015,THA,47.57,8.87273462299859,..,..,4.13835221791799,..,171.158741718237,..,..,67.6367739339059,132209315433,1.538,8927579182.16217,163990,401295941041.296,3.13389696194272,5710,15010,392054358150.642,1031139449774.92,22.3556682911723,23.7726250633399,99,57.2030426392533,7.5,36.1792220781618,0.722158596673978,76.091,103.904115979357,1.4339478229325,149.8111512,10.8,102.0767679,..,58669998.1689453,5894665233.42878,134.499620270508,0.402150717929762,68714511,0,7.2,1.3,..,..,20.544517637979,100.650863647461,0.953830003738403,120.651168823242,85.5555666666667,513120,16.140417904401,..,31,6.73443411215266,1.98930157586513,99.6,304607165648.399,16.1,10.3,73.6,35.2739629742518,2959.5,..,..,..,..,..,..,..,9522320,..,54.37430391546971,0.8448996394555472
160,United Kingdom,18950,1053868,136,46853,67948282,0.53 %,355839,281,241930,260650.0,1.8,40,83 %,0.87 %,2015,YR2015,GBR,15.4136,0.621473465435788,..,..,6.22023961495676,..,..,..,2764.51667133806,27.6514218820426,..,1.8,45333483122.0899,31440,2928591002002.51,2.35552430595799,44290,41550,2884113088705.64,2705282618272.15,17.4133599318899,22.6715724963739,93,29.0316741231658,7.4,18.1416206200023,0.581008064602756,80.9560975609756,37.4191206368754,1.85961202401681,120.3319425,4.5,96.56462425,..,..,5003393485.69908,269.153139337825,0.792367505802859,65116219,0.1,..,..,..,102.010498046875,34.3922153314525,101.925270080566,1.01640999317169,124.524002075195,..,243610,24.9803327880073,..,4.5,..,1.10874798285391,100,2434406574375.26,8,3.5,88.6,105.159904345358,7980.9,..,2978,..,..,..,..,..,9596908,..,15509.85498058656,689.539140960179
161,Timor-Leste,0,30,0,0,1322667,1.96 %,25326,89,14870,-5385.0,4.1,21,33 %,0.02 %,2015,YR2015,TLS,35.8114,17.2923545915713,..,..,0.41994329191124,..,..,..,..,3.03812602040437,116733681.1,4.219,42995500,6860,1596658766.71165,3.0559899844917,2200,5110,2637101930.76505,6107945596.37407,36.7882382694433,..,70,56.8011761027676,..,18.2886510874,7.04752441758831,68.459,37.3279508700205,1.19134190761693,115.0770458,50.8,..,..,212289993.286133,61586100,80.4507061197041,1.85365082687029,1196302,..,..,0.1,..,100.095947265625,92.6482521400987,128.213912963867,1.00227999687195,72.3872299194336,62.2222333333333,14870,36.0216827785012,..,14,0.058456660930357,3.0714437714764,67.2815339423354,..,47,9,43.9,..,2509.4,..,10486,3998,6488,..,..,..,..,..,22.68144589681303,0.0
162,Togo,0,2357,0,57,8310934,2.43 %,196358,152,54390,-2000.0,4.4,19,43 %,0.11 %,2015,YR2015,TGO,90.1494,24.3740029946067,..,..,0.360032242920336,..,..,..,..,35.8463566899441,1109293757.3,4.516,257860036.464441,1880,4180866177.03946,5.74286845333449,640,1440,4688315234.78291,10577120513.5998,32.2232952244478,0.430019905378007,75,57.8134273439716,5,15.5927496695697,3.47962582371966,59.927,80.0551813492884,1.68108198489861,66.2993479,75.8,116.5496323,..,199470001.220703,363741802.799497,134.641625298768,2.56094509209806,7323158,51.1,55.1,2.5,..,..,20.4354609974524,128.044006347656,..,..,65.5555666666667,56790,18.9542730571164,..,10,3.29609467977184,3.86869295105737,45.137393951416,3125374487.00572,53.1,10.5,36.4,..,1237.1,..,69596,52778,16818,..,..,..,905700,..,283.60230029500894,6.8584349244019975
163,Tonga,0,0,0,0,105901,1.15 %,1201,147,720,-800.0,3.6,22,24 %,0.00 %,2015,YR2015,TON,15.438,17.6220304928495,..,..,1.20073228088628,..,..,..,..,17.0214395461529,184338819.8,3.678,6349155.27990994,90,435438217.281663,3.71184687015003,4520,5910,455344303.056498,595653508.202184,..,..,99,64.7232951187803,6.8,16.9247133908521,1.40684674395513,70.517,52.1313910885238,..,72.92346772,16.8,100.6790123,..,68400001.5258789,129278118.787493,139.973611111111,-0.244786033661271,100781,1,..,..,..,..,22.4362473797423,116.338966369629,1.01038002967834,100.861793518066,47.7777666666667,750,19.0187225197967,..,16,7.27734557591789,-0.472090190978776,96.1784133911133,401399347.02453,11.9,5.7,82.4,51.3603646141118,..,..,163,..,..,..,..,..,..,..,0.0,0.0
164,Trinidad and Tobago,0,5704,1,109,1400283,0.32 %,4515,273,5130,-800.0,1.7,36,52 %,0.02 %,2015,YR2015,TTO,31.976,1.04988797899849,..,100,33.7550849139768,..,..,..,..,..,..,1.767,176829744.888446,2344.79995727539,25062893969.3292,1.82318469697719,19130,27250,26210437255.378,37337641618.7473,..,0.137847055777973,89,..,..,38.9722972469924,-11.3103698981569,72.941,79.7234350687986,0.804522189626116,154.9537045,19.7,138.6538066,..,..,155202797.781241,267.120467836257,0.584484971473061,1370328,..,..,0.9,..,..,38.4077189070554,..,..,..,56.6666666666667,5130,26.4634209668529,..,11.5,..,0.408280545448673,100,20880955432.2878,9.1,10.4,80.5,..,1100.9,..,..,..,..,..,..,..,520900,..,4073.462292979348,77.84140777257171
165,Tunisia,791,61906,33,1381,11839918,1.06 %,123900,76,155360,-4000.0,2.2,33,70 %,0.15 %,2015,YR2015,TUN,7.7406,10.2827872772293,..,..,2.70598282693418,..,89.8833828674528,..,..,40.6423022561345,27740576468.4,2.251,970521888.740203,10410,43173480831.9739,1.19454175326123,3960,9890,44321647733.9503,110536919999.913,19.995607463062,7.78504398457942,94,51.5908186531679,7.8,24.9832623088449,3.49221698144689,75.922,79.4330207783528,2.2698651595663,130.5540392,17.2,104.2863638,..,495869995.117188,1971375772.63748,71.9615666838311,1.0497530441128,11179949,0.2,15.2,0.1,..,103.311408996582,..,114.55493927002,..,88.2257537841797,76.6667333333333,163610,..,..,13,11.2304285187275,1.46792280135308,99.9,33626531570.0717,7.9,6.6,85.5,..,1102.7,..,..,..,..,..,..,..,375000,..,5228.583508770922,116.639321319624
166,Turkey,2302,379775,76,10402,84495243,1.09 %,909452,110,769630,283922.0,2.1,32,76 %,1.08 %,2015,YR2015,TUR,28.4326,6.90347384267697,..,..,4.46123115481488,..,77.54227379327,..,1651.36145364344,23.3459303495201,399948917893.1,2.101,19263000000,117150,859796872683.823,6.08588663198672,11960,25340,939521284416.879,1989695683312.09,28.3620246226423,2.5784087141417,97,25.9539354107491,5.6,27.9042894133455,7.82694198139025,76.532,42.4054810599522,1.82237810996923,93.77284502,13,98.25700285,..,2141260009.76563,1395000000,102.035275392072,1.66605168188057,78529409,0.2,14.3,..,..,92.2330932617188,30.6914019038721,103.027297973633,0.980279982089996,102.837738037109,82.2222333333333,785350,18.276353772333,..,11,25.9865887882398,2.39412979650899,100,722778410726.531,4.6,6.6,88.8,29.2069977268574,3307.8,..,277670,147831,129839,..,..,..,8832075.8125,36.5347534385449,4494.631727374285,123.1075221595611
167,Turkmenistan,0,0,0,0,6046292,1.50 %,89111,13,469930,-5000.0,2.8,27,53 %,0.08 %,2015,YR2015,TKM,25.2328,9.30015403155652,..,..,12.6990918887022,50.2,..,..,..,35.6754642894197,367006421,2.93,3042968000,41270,35799714285.7143,6.49999990951666,7030,12890,39142691112.8301,71735322172.8103,..,..,99,45.6244662766662,..,56.9661370002953,-5.15329778752206,67.704,47.4864125012969,..,140.909175,41.9,201.1354861,..,22950000.7629395,16000000,11.8427999914881,1.79414627012707,5565287,..,..,..,3.2,..,..,..,..,..,33.3333333333333,488100,..,..,..,..,2.58423885087924,100,..,17.5,6.8,75.8,..,896.5,..,..,..,..,..,..,..,..,..,0.0,0.0
168,Tuvalu,0,0,0,0,11817,1.25 %,146,393,30,,N.A.,N.A.,62 %,0.00 %,2015,YR2015,TUV,..,16.5080910601458,..,..,0.991170375709523,..,..,..,..,..,..,..,300000,10,35492074.2243257,9.14289393283154,5440,5680,60397564.3891313,63000995.2918348,..,..,94,..,..,7.27634489400658,4.63066344498189,..,..,..,59.46481665,27.2,..,..,49650001.5258789,4056908.0449,369.966666666667,1.15084410944856,11099,..,..,..,..,91.7012405395508,..,99.7987899780273,1.06901001930237,82.8406219482422,37.7777666666667,30,..,..,..,..,2.73738324515734,99.1654205322266,..,..,..,..,..,..,..,71,49,22,..,..,..,..,..,0.0,0.0
169,Uganda,228,12971,2,114,45974931,3.32 %,1471413,229,199810,168694.0,5.0,17,26 %,0.59 %,2015,YR2015,UGA,124.0568,23.2963759674327,..,..,0.139771240905896,34.3,20.3457426914558,..,..,12.982530666936,9570701031.6,5.394,737652140.151428,20770,32124730770.8086,5.1878598625444,830,2080,31641077764.5456,79484445119.7673,23.8151530808094,2.29697580217829,79,25.0146822207268,..,26.5187470352224,5.18785986263002,61.373,24.2647947950532,1.21449447818561,52.89740582,56.1,117.369691,..,1638160034.17969,902157540.458581,190.63162278077,3.49608916682811,38225453,..,..,6.4,..,..,11.6719962886312,102.648399353027,..,..,72.2222666666667,241550,10.890019265757,..,27,1.99111101345248,6.04879877812948,18.5,22522901594.9376,55.7,12.4,31.9,..,1930.5,..,..,..,..,76.9,..,..,..,..,282.132016685354,2.4796122043119544
170,Ukraine,8899,411093,157,7532,43686577,-0.59 %,-259876,75,579320,10000.0,1.4,41,69 %,0.56 %,2015,YR2015,UKR,25.4078,12.0593761063371,..,..,4.34697596024417,..,85.1933028908111,..,..,52.5976795082231,117450037266.3,1.506,-369000000,96570,91030959454.6961,-9.77296079067543,2700,10210,115525864444.295,437283649075.699,15.9333160342442,8.52384671483342,56,55.2089367899327,10,21.7279577419459,38.8816390897234,71.189512195122,83.0970039787905,3.25118076341283,142.0030379,9.5,83.58724924,..,1449349975.58594,8474000000,77.9472043363428,-0.261251888575064,45154036,0,6.4,0.9,..,..,35.7583940812977,..,..,..,91.1111,603550,20.4513654211322,..,8,55.243199979496,-0.126498383321063,100,79430986602.0763,3.7,5.4,90.9,70.2588376218982,4140.9,..,..,..,..,..,..,..,478000,51.4221630618031,9410.052886496464,172.40993726745862
171,United Arab Emirates,1234,135141,1,497,9910892,1.23 %,119873,118,83600,40000.0,1.4,33,86 %,0.13 %,2015,YR2015,ARE,10.6356,0.740999246531651,..,99.9,21.0263924904727,..,..,..,..,100.870480235332,..,1.541,8550901846.5,3226.00006103516,358135057862.492,5.10593698394698,42860,65220,397053277786.665,604104698714.526,25.6391794525887,5.31304893300029,99,74.3508273325776,..,43.8938141693106,-15.4785730266768,77.285,157.452890360851,..,193.7034838,7.8,147.8731168,..,..,..,130.426640382991,0.527411540470438,9262900,..,..,..,..,103.520202636719,3.53040660735708,111.542762756348,..,..,..,83600,0.0577340241915802,..,8.3,..,0.87701880770162,100,330124579259.039,6.6,17.7,75.7,..,26761.7,..,446,..,..,..,..,..,21233200,..,13635.604141383037,50.146848537951975
172,United States,75888,9108353,444,229442,331341050,0.59 %,1937734,36,9147420,954806.0,1.8,38,83 %,4.25 %,2015,YR2015,USA,23.0908,1.04256091720468,..,99.1,15.989866258056,..,226.927648561364,..,6806.19993946204,12.4417529794929,..,1.8435,511434000000,3100950,18219297584000,2.88091046605219,56740,58340,18191394559718.3,18704317000000,21.0990516087505,21.9451051195594,92,15.2950188510407,..,18.5241378842391,1.06934165915722,78.690243902439,20.9551053348666,3.47784616819686,119.1439209,6.8,100,..,..,6578000000,35.0519778254415,0.730641178178307,320635163,..,..,0.4,..,..,19.0754456036333,100.299911499023,1.00507998466492,97.6525497436523,..,9831510,11.2147073210679,..,5.6,..,0.961098538767768,100,15775141916218.7,5.4,6.4,88.2,96.8479213792285,7430.5,..,446256,231900,214356,..,..,..,49842957,..,27489.35877398831,692.4647579887852
173,Uruguay,25,3149,1,59,3475842,0.35 %,11996,20,175020,-3000.0,2.0,36,96 %,0.04 %,2015,YR2015,URY,59.4974,6.13144194567362,..,..,1.96353790391526,79.5907284900367,..,..,..,22.477851278361,..,1.997,2418835325.50321,18450,53274304222.136,0.370741266957879,15640,19310,53375202639.5086,65894817067.7221,19.7053904261761,14.2534227608685,96,22.8503895636727,5.6,25.4417580559805,9.01628062144863,77.369,32.2425609321478,1.82058813645626,151.390984,8.8,117.4916411,..,23180000.3051758,84918076.1613672,19.4949662895669,0.339819684032791,3412009,0.1,9.7,..,..,103.510986328125,30.4495340616349,111.040481567383,..,112.12947845459,88.8888666666667,176220,18.5094775730046,..,6.5,..,0.445091707718731,99.70948,45656388804.1886,7.2,7.3,85.5,51.1864800206369,4709.2,..,41,..,..,..,..,..,811300,35.18822846,905.9675324712688,16.974304355606495
174,Uzbekistan,247,67501,2,573,33551824,1.48 %,487487,79,425400,-8863.0,2.4,28,50 %,0.43 %,2015,YR2015,UZB,23.79,30.7733232009869,..,100,3.2885827616945,..,..,..,..,15.3320737677552,13955036957.8,2.491,1041199291.09393,32198.9990234375,81847410181.7953,7.44770507451466,2600,6450,81439240764.341,201986598838.056,26.0649800191335,..,99,15.1090127337292,..,23.7170560320074,10.4205440305118,70.928,25.5402094624242,..,70.42874879,22.8,159.192996,..,451000000,4843179722.12111,73.575223319229,1.74425837484667,31298900,..,..,0.2,..,98.2426223754883,20.6893083086128,99.9319305419922,0.987200021743774,91.8459396362305,51.1111333333333,447400,14.2781275472343,..,5.5,9.05840427598832,1.54741236865574,100,75059206191.5569,11,6,83,..,4851.7,..,15391,..,..,..,..,..,..,..,2011.8429328909212,17.078058110939068
175,Vanuatu,0,0,0,0,308337,2.42 %,7263,25,12190,120.0,3.8,21,24 %,0.00 %,2015,YR2015,VUT,50.6798,25.8424116524554,..,..,0.486895585143658,..,..,..,..,..,256793136.3,3.898,31021245.7737035,4400,759689950.930918,0.162866449511398,2910,2960,789363195.101314,802937429.465799,..,..,76,..,..,11.0594458803353,4.49300219405005,69.869,53.4428551414285,..,64.47755689,28.7,100.3195091,..,186559997.558594,104193106.744306,22.2420016406891,2.7073639949389,271130,..,..,..,..,..,20.1405975989758,109.291870117188,0.987929999828339,54.2047691345215,45.5555666666667,12190,16.2653409502645,..,35,1.97204643059991,3.10944755167171,52.3857498168945,690860835.736158,18.9,7.2,74,..,609.1,..,3300,1503,1797,..,..,..,..,..,0.0,0.0
176,Zambia,63,16543,0,349,18468257,2.93 %,522925,25,743390,-8000.0,4.7,18,45 %,0.24 %,2015,YR2015,ZMB,126.7456,4.98083461142644,..,..,0.285427858211675,..,29.6673563229947,..,..,37.1397109278212,11778506162.6,4.918,1582666666.66667,486350,21243347377.3226,2.91998021228818,1580,3360,25050280097.4417,53416147657.3537,42.7914937932043,7.6648586482244,90,47.1758612291109,2.9,33.6577159030119,6.66006222882316,61.737,68.4543718167676,1.7532341119123,72.78457238,68.5,170.3222728,..,797140014.648438,47046538.1293303,21.3607406610258,3.06687453847381,15879361,58.7,54.4,12.2,..,..,18.2957644714258,101.460479736328,..,..,60.0000333333333,752610,14.3939582894324,..,8.5,6.62647095940544,4.32756135227972,31.1,15812259519.8745,61.6,10,28.3,49.4073074506879,3006.6,..,..,..,..,..,..,..,..,0.923653016558798,895.753183421695,18.89728954930614
177,Zimbabwe,15,8389,2,245,14899771,1.48 %,217456,38,386850,-116858.0,3.6,19,38 %,0.19 %,2015,YR2015,ZWE,95.2182,8.28424690276128,..,78.1,0.891623872056209,66.8,..,..,..,19.1601757893503,9678637465.2,3.896,399200000,140620,19963120600,1.77987270340296,1280,2410,17668504936.5748,33340681206.5211,10.035640419865,3.28246908991926,86,37.5886353158634,..,22.3583917035496,0.607813919052404,59.534,36.3069489246085,1.88687572008215,92.34710538,62,110.3319448,..,788289978.027344,2046579806.18273,35.7105570634613,1.66381285051873,13814629,..,..,14.1,8.5,..,19.0034022881172,..,..,..,62.2222,390760,17.6733631953313,..,91,15.8749983548543,1.29703644491171,33.7,15758990132.823,56.5,11.7,31.7,..,558.2,..,..,..,..,1,43.5,..,..,..,563.0287874894184,16.443205737859998
